Group Chi p1 p2 Class Size
ON 16 3 19 18 460815505920
ON 16 3 19 19 460815505920
ON 16 3 31 24 460815505920
ON 16 3 31 25 460815505920
ON 17 3 -1 -1 460815505920
ON 17 3 2 2 460815505920
ON 17 3 5 5 460815505920
ON 17 3 7 6 460815505920
ON 17 3 7 7 460815505920
ON 17 3 11 11 460815505920
ON 17 3 19 17 460815505920
ON 17 3 19 18 460815505920
ON 17 3 19 19 460815505920
ON 17 3 31 24 460815505920
ON 17 3 31 25 460815505920
ON 18 3 -1 -1 460815505920
ON 18 3 2 2 460815505920
ON 18 3 5 5 460815505920
ON 18 3 7 6 460815505920
ON 18 3 7 7 460815505920
ON 18 3 11 11 460815505920
ON 18 3 19 17 460815505920
ON 18 3 19 18 460815505920
ON 18 3 19 19 460815505920
ON 18 3 31 24 460815505920
ON 18 3 31 25 460815505920
ON 19 3 -1 -1 460815505920
ON 19 3 2 2 460815505920
ON 19 3 5 5 460815505920
ON 19 3 7 6 460815505920
ON 19 3 7 7 460815505920
ON 19 3 11 11 460815505920
ON 19 3 19 17 460815505920
ON 19 3 19 18 460815505920
ON 19 3 19 19 460815505920
ON 19 3 31 24 460815505920
ON 19 3 31 25 460815505920
ON 20 3 -1 -1 460815505920
ON 20 3 2 2 460815505920
ON 20 3 5 5 460815505920
ON 20 3 7 6 460815505920
ON 20 3 7 7 460815505920
ON 20 3 11 11 460815505920
ON 20 3 19 17 460815505920
ON 20 3 19 18 460815505920
ON 20 3 19 19 460815505920
ON 20 3 31 24 460815505920
ON 20 3 31 25 460815505920
ON 21 3 -1 -1 460815505920
ON 21 3 2 2 460815505920
ON 21 3 5 5 460815505920
ON 21 3 7 6 460815505920
ON 21 3 7 7 460815505920
ON 21 3 11 11 460815505920
ON 21 3 19 17 460815505920
ON 21 3 19 18 460815505920
ON 21 3 19 19 460815505920
ON 21 3 31 24 460815505920
ON 21 3 31 25 460815505920
ON 22 3 -1 -1 460815505920
ON 22 3 2 2 460815505920
ON 22 3 5 5 460815505920
ON 22 3 7 6 460815505920
ON 22 3 7 7 460815505920
ON 22 3 11 11 460815505920
ON 22 3 19 17 460815505920
ON 22 3 19 18 460815505920
ON 22 3 19 19 460815505920
ON 22 3 31 24 460815505920
ON 22 3 31 25 460815505920
ON 23 3 -1 -1 460815505920
ON 23 3 2 2 460815505920
ON 23 3 5 5 460815505920
ON 23 3 7 6 460815505920
ON 23 3 7 7 460815505920
ON 23 3 11 11 460815505920
ON 23 3 19 17 460815505920
ON 23 3 19 18 460815505920
ON 23 3 19 19 460815505920
ON 23 3 31 24 460815505920
ON 23 3 31 25 460815505920
ON 24 3 -1 -1 460815505920
ON 24 3 2 2 460815505920
ON 24 3 5 5 460815505920
ON 24 3 7 6 460815505920
ON 24 3 7 7 460815505920
ON 24 3 11 11 460815505920
ON 24 3 19 17 460815505920
ON 24 3 19 18 460815505920
ON 24 3 19 19 460815505920
ON 24 3 31 24 460815505920
ON 24 3 31 25 460815505920
ON 25 3 -1 -1 460815505920
ON 25 3 2 2 460815505920
ON 25 3 5 5 460815505920
ON 25 3 7 6 460815505920
ON 25 3 7 7 460815505920
ON 25 3 11 11 460815505920
ON 25 3 19 17 460815505920
ON 25 3 19 18 460815505920
ON 25 3 19 19 460815505920
ON 25 3 31 24 460815505920
ON 25 3 31 25 460815505920
ON 2 5 -1 -1 460815505920
ON 2 5 2 2 460815505920
ON 2 5 3 3 460815505920
ON 2 5 7 7 460815505920
ON 2 5 7 8 460815505920
ON 2 5 11 11 460815505920
ON 2 5 19 18 460815505920
ON 2 5 19 19 460815505920
ON 2 5 19 20 460815505920
ON 2 5 31 23 460815505920
ON 2 5 31 24 460815505920
ON 3 5 -1 -1 460815505920
ON 3 5 2 2 460815505920
ON 3 5 3 3 460815505920
ON 3 5 7 7 460815505920
ON 3 5 7 8 460815505920
ON 3 5 11 11 460815505920
ON 3 5 19 18 460815505920
ON 3 5 19 19 460815505920
ON 3 5 19 20 460815505920
ON 3 5 31 23 460815505920
ON 3 5 31 24 460815505920
ON 4 5 -1 -1 460815505920
ON 4 5 2 2 460815505920
ON 4 5 3 3 460815505920
ON 4 5 7 7 460815505920
ON 4 5 7 8 460815505920
ON 4 5 11 11 460815505920
ON 4 5 19 18 460815505920
ON 4 5 19 19 460815505920
ON 4 5 19 20 460815505920
ON 4 5 31 23 460815505920
ON 4 5 31 24 460815505920
ON 5 5 -1 -1 460815505920
ON 5 5 2 2 460815505920
ON 5 5 3 3 460815505920
ON 5 5 7 7 460815505920
ON 5 5 7 8 460815505920
ON 5 5 11 11 460815505920
ON 5 5 19 18 460815505920
ON 5 5 19 19 460815505920
ON 5 5 19 20 460815505920
ON 5 5 31 23 460815505920
ON 5 5 31 24 460815505920
ON 6 5 -1 -1 460815505920
ON 6 5 2 2 460815505920
ON 6 5 3 3 460815505920
ON 6 5 7 7 460815505920
ON 6 5 7 8 460815505920
ON 6 5 11 11 460815505920
ON 6 5 19 18 460815505920
ON 6 5 19 19 460815505920
ON 6 5 19 20 460815505920
ON 6 5 31 23 460815505920
ON 6 5 31 24 460815505920
ON 7 5 -1 -1 460815505920
ON 7 5 2 2 460815505920
ON 7 5 3 3 460815505920
ON 7 5 7 7 460815505920
ON 7 5 7 8 460815505920
ON 7 5 11 11 460815505920
ON 7 5 19 18 460815505920
ON 7 5 19 19 460815505920
ON 7 5 19 20 460815505920
ON 7 5 31 23 460815505920
ON 7 5 31 24 460815505920
ON 8 5 -1 -1 460815505920
ON 8 5 2 2 460815505920
ON 8 5 3 3 460815505920
ON 8 5 7 7 460815505920
ON 8 5 7 8 460815505920
ON 8 5 11 11 460815505920
ON 8 5 19 18 460815505920
ON 8 5 19 19 460815505920
ON 8 5 19 20 460815505920
ON 8 5 31 23 460815505920
ON 8 5 31 24 460815505920
ON 9 5 -1 -1 460815505920
ON 9 5 2 2 460815505920
ON 9 5 3 3 460815505920
ON 9 5 7 7 460815505920
ON 9 5 7 8 460815505920
ON 9 5 11 11 460815505920
ON 9 5 19 18 460815505920
ON 9 5 19 19 460815505920
ON 9 5 19 20 460815505920
ON 9 5 31 23 460815505920
ON 9 5 31 24 460815505920
ON 10 5 -1 -1 460815505920
ON 10 5 2 2 460815505920
ON 10 5 3 3 460815505920
ON 10 5 7 7 460815505920
ON 10 5 7 8 460815505920
ON 10 5 11 11 460815505920
ON 10 5 19 18 460815505920
ON 10 5 19 19 460815505920
ON 10 5 19 20 460815505920
ON 10 5 31 23 460815505920
ON 10 5 31 24 460815505920
ON 11 5 -1 -1 460815505920
ON 11 5 2 2 460815505920
ON 11 5 3 3 460815505920
ON 11 5 7 7 460815505920
ON 11 5 7 8 460815505920
ON 11 5 11 11 460815505920
ON 11 5 19 18 460815505920
ON 11 5 19 19 460815505920
ON 11 5 19 20 460815505920
ON 11 5 31 23 460815505920
ON 11 5 31 24 460815505920
ON 12 5 -1 -1 460815505920
ON 12 5 2 2 460815505920
ON 12 5 3 3 460815505920
ON 12 5 7 7 460815505920
ON 12 5 7 8 460815505920
ON 12 5 11 11 460815505920
ON 12 5 19 18 460815505920
ON 12 5 19 19 460815505920
ON 12 5 19 20 460815505920
ON 12 5 31 23 460815505920
ON 12 5 31 24 460815505920
ON 13 5 -1 -1 460815505920
ON 13 5 2 2 460815505920
ON 13 5 3 3 460815505920
ON 13 5 7 7 460815505920
ON 13 5 7 8 460815505920
ON 13 5 11 11 460815505920
ON 13 5 19 18 460815505920
ON 13 5 19 19 460815505920
ON 13 5 19 20 460815505920
ON 13 5 31 23 460815505920
ON 13 5 31 24 460815505920
ON 14 5 -1 -1 460815505920
ON 14 5 2 2 460815505920
ON 14 5 3 3 460815505920
ON 14 5 7 7 460815505920
ON 14 5 7 8 460815505920
ON 14 5 11 11 460815505920
ON 14 5 19 18 460815505920
ON 14 5 19 19 460815505920
ON 14 5 19 20 460815505920
ON 14 5 31 23 460815505920
ON 14 5 31 24 460815505920
ON 15 5 -1 -1 460815505920
ON 15 5 2 2 460815505920
ON 15 5 3 3 460815505920
ON 15 5 7 7 460815505920
ON 15 5 7 8 460815505920
ON 15 5 11 11 460815505920
ON 15 5 19 18 460815505920
ON 15 5 19 19 460815505920
ON 15 5 19 20 460815505920
ON 15 5 31 23 460815505920
ON 15 5 31 24 460815505920
ON 16 5 -1 -1 460815505920
ON 16 5 2 2 460815505920
ON 16 5 3 3 460815505920
ON 16 5 7 7 460815505920
ON 16 5 7 8 460815505920
ON 16 5 11 11 460815505920
ON 16 5 19 18 460815505920
ON 16 5 19 19 460815505920
ON 16 5 19 20 460815505920
ON 16 5 31 23 460815505920
ON 16 5 31 24 460815505920
ON 17 5 -1 -1 460815505920
ON 17 5 2 2 460815505920
ON 17 5 3 3 460815505920
ON 17 5 7 7 460815505920
ON 17 5 7 8 460815505920
ON 17 5 11 11 460815505920
ON 17 5 19 18 460815505920
ON 17 5 19 19 460815505920
ON 17 5 19 20 460815505920
ON 17 5 31 23 460815505920
ON 17 5 31 24 460815505920
ON 18 5 -1 -1 460815505920
ON 18 5 2 2 460815505920
ON 18 5 3 3 460815505920
ON 18 5 7 7 460815505920
ON 18 5 7 8 460815505920
ON 18 5 11 11 460815505920
ON 18 5 19 18 460815505920
ON 18 5 19 19 460815505920
ON 18 5 19 20 460815505920
ON 18 5 31 23 460815505920
ON 18 5 31 24 460815505920
ON 19 5 -1 -1 460815505920
ON 19 5 2 2 460815505920
ON 19 5 3 3 460815505920
ON 19 5 7 7 460815505920
ON 19 5 7 8 460815505920
ON 19 5 11 11 460815505920
ON 19 5 19 18 460815505920
ON 19 5 19 19 460815505920
ON 19 5 19 20 460815505920
ON 19 5 31 23 460815505920
ON 19 5 31 24 460815505920
ON 20 5 -1 -1 460815505920
ON 20 5 2 2 460815505920
ON 20 5 3 3 460815505920
ON 20 5 7 7 460815505920
ON 20 5 7 8 460815505920
ON 20 5 11 11 460815505920
ON 20 5 19 18 460815505920
ON 20 5 19 19 460815505920
ON 20 5 19 20 460815505920
ON 20 5 31 23 460815505920
ON 20 5 31 24 460815505920
ON 21 5 -1 -1 460815505920
ON 21 5 2 2 460815505920
ON 21 5 3 3 460815505920
ON 21 5 7 7 460815505920
ON 21 5 7 8 460815505920
ON 21 5 11 11 460815505920
ON 21 5 19 18 460815505920
ON 21 5 19 19 460815505920
ON 21 5 19 20 460815505920
ON 21 5 31 23 460815505920
ON 21 5 31 24 460815505920
ON 22 5 -1 -1 460815505920
ON 22 5 2 2 460815505920
ON 22 5 3 3 460815505920
ON 22 5 7 7 460815505920
ON 22 5 7 8 460815505920
ON 22 5 11 11 460815505920
ON 22 5 19 18 460815505920
ON 22 5 19 19 460815505920
ON 22 5 19 20 460815505920
ON 22 5 31 23 460815505920
ON 22 5 31 24 460815505920
ON 23 5 -1 -1 460815505920
ON 23 5 2 2 460815505920
ON 23 5 3 3 460815505920
ON 23 5 7 7 460815505920
ON 23 5 7 8 460815505920
ON 23 5 11 11 460815505920
ON 23 5 19 18 460815505920
ON 23 5 19 19 460815505920
ON 23 5 19 20 460815505920
ON 23 5 31 23 460815505920
ON 23 5 31 24 460815505920
ON 24 5 -1 -1 460815505920
ON 24 5 2 2 460815505920
ON 24 5 3 3 460815505920
ON 24 5 7 7 460815505920
ON 24 5 7 8 460815505920
ON 24 5 11 11 460815505920
ON 24 5 19 18 460815505920
ON 24 5 19 19 460815505920
ON 24 5 19 20 460815505920
ON 24 5 31 23 460815505920
ON 24 5 31 24 460815505920
ON 2 7 -1 -1 460815505920
ON 2 7 2 2 460815505920
ON 2 7 3 3 460815505920
ON 2 7 5 6 460815505920
ON 2 7 11 11 460815505920
ON 2 7 19 19 460815505920
ON 2 7 19 20 460815505920
ON 2 7 19 21 460815505920
ON 2 7 31 24 460815505920
ON 2 7 31 25 460815505920
ON 3 7 -1 -1 460815505920
ON 3 7 2 2 460815505920
ON 3 7 3 3 460815505920
ON 3 7 5 6 460815505920
ON 3 7 11 11 460815505920
ON 3 7 19 19 460815505920
ON 3 7 19 20 460815505920
ON 3 7 19 21 460815505920
ON 3 7 31 24 460815505920
ON 3 7 31 25 460815505920
ON 4 7 -1 -1 460815505920
ON 4 7 2 2 460815505920
ON 4 7 3 3 460815505920
ON 4 7 5 6 460815505920
ON 4 7 11 11 460815505920
ON 4 7 19 19 460815505920
ON 4 7 19 20 460815505920
ON 4 7 19 21 460815505920
ON 4 7 31 24 460815505920
ON 4 7 31 25 460815505920
ON 5 7 -1 -1 460815505920
ON 5 7 2 2 460815505920
ON 5 7 3 3 460815505920
ON 5 7 5 6 460815505920
ON 5 7 11 11 460815505920
ON 5 7 19 19 460815505920
ON 5 7 19 20 460815505920
ON 5 7 19 21 460815505920
ON 5 7 31 24 460815505920
ON 5 7 31 25 460815505920
ON 6 7 -1 -1 460815505920
ON 6 7 2 2 460815505920
ON 6 7 3 3 460815505920
ON 6 7 5 6 460815505920
ON 6 7 11 11 460815505920
ON 6 7 19 19 460815505920
ON 6 7 19 20 460815505920
ON 6 7 19 21 460815505920
ON 6 7 31 24 460815505920
ON 6 7 31 25 460815505920
ON 7 7 -1 -1 460815505920
ON 7 7 2 2 460815505920
ON 7 7 3 3 460815505920
ON 7 7 5 6 460815505920
ON 7 7 11 11 460815505920
ON 7 7 19 19 460815505920
ON 7 7 19 20 460815505920
ON 7 7 19 21 460815505920
ON 7 7 31 24 460815505920
ON 7 7 31 25 460815505920
ON 8 7 -1 -1 460815505920
ON 8 7 2 2 460815505920
ON 8 7 3 3 460815505920
ON 8 7 5 6 460815505920
ON 8 7 11 11 460815505920
ON 8 7 19 19 460815505920
ON 8 7 19 20 460815505920
ON 8 7 19 21 460815505920
ON 8 7 31 24 460815505920
ON 8 7 31 25 460815505920
ON 9 7 -1 -1 460815505920
ON 9 7 2 2 460815505920
ON 9 7 3 3 460815505920
ON 9 7 5 6 460815505920
ON 9 7 11 11 460815505920
ON 9 7 19 19 460815505920
ON 9 7 19 20 460815505920
ON 9 7 19 21 460815505920
ON 9 7 31 24 460815505920
ON 9 7 31 25 460815505920
ON 10 7 -1 -1 460815505920
ON 10 7 2 2 460815505920
ON 10 7 3 3 460815505920
ON 10 7 5 6 460815505920
ON 10 7 11 11 460815505920
ON 10 7 19 19 460815505920
ON 10 7 19 20 460815505920
ON 10 7 19 21 460815505920
ON 10 7 31 24 460815505920
ON 10 7 31 25 460815505920
ON 11 7 -1 -1 460815505920
ON 11 7 2 2 460815505920
ON 11 7 3 3 460815505920
ON 11 7 5 6 460815505920
ON 11 7 11 11 460815505920
ON 11 7 19 19 460815505920
ON 11 7 19 20 460815505920
ON 11 7 19 21 460815505920
ON 11 7 31 24 460815505920
ON 11 7 31 25 460815505920
ON 12 7 -1 -1 460815505920
ON 12 7 2 2 460815505920
ON 12 7 3 3 460815505920
ON 12 7 5 6 460815505920
ON 12 7 11 11 460815505920
ON 12 7 19 19 460815505920
ON 12 7 19 20 460815505920
ON 12 7 19 21 460815505920
ON 12 7 31 24 460815505920
ON 12 7 31 25 460815505920
ON 13 7 -1 -1 460815505920
ON 13 7 2 2 460815505920
ON 13 7 3 3 460815505920
ON 13 7 5 6 460815505920
ON 13 7 11 11 460815505920
ON 13 7 19 19 460815505920
ON 13 7 19 20 460815505920
ON 13 7 19 21 460815505920
ON 13 7 31 24 460815505920
ON 13 7 31 25 460815505920
ON 14 7 -1 -1 460815505920
ON 14 7 2 2 460815505920
ON 14 7 3 3 460815505920
ON 14 7 5 6 460815505920
ON 14 7 11 11 460815505920
ON 14 7 19 19 460815505920
ON 14 7 19 20 460815505920
ON 14 7 19 21 460815505920
ON 14 7 31 24 460815505920
ON 14 7 31 25 460815505920
ON 15 7 -1 -1 460815505920
ON 15 7 2 2 460815505920
ON 15 7 3 3 460815505920
ON 15 7 5 6 460815505920
ON 15 7 11 11 460815505920
ON 15 7 19 19 460815505920
ON 15 7 19 20 460815505920
ON 15 7 19 21 460815505920
ON 15 7 31 24 460815505920
ON 15 7 31 25 460815505920
ON 16 7 -1 -1 460815505920
ON 16 7 2 2 460815505920
ON 16 7 3 3 460815505920
ON 16 7 5 6 460815505920
ON 16 7 11 11 460815505920
ON 16 7 19 19 460815505920
ON 16 7 19 20 460815505920
ON 16 7 19 21 460815505920
ON 16 7 31 24 460815505920
ON 16 7 31 25 460815505920
ON 17 7 -1 -1 460815505920
ON 17 7 2 2 460815505920
ON 17 7 3 3 460815505920
ON 17 7 5 6 460815505920
ON 17 7 11 11 460815505920
ON 17 7 19 19 460815505920
ON 17 7 19 20 460815505920
ON 17 7 19 21 460815505920
ON 17 7 31 24 460815505920
ON 17 7 31 25 460815505920
ON 18 7 -1 -1 460815505920
ON 18 7 2 2 460815505920
ON 18 7 3 3 460815505920
ON 18 7 5 6 460815505920
ON 18 7 11 11 460815505920
ON 18 7 19 19 460815505920
ON 18 7 19 20 460815505920
ON 18 7 19 21 460815505920
ON 18 7 31 24 460815505920
ON 18 7 31 25 460815505920
ON 19 7 -1 -1 460815505920
ON 19 7 2 2 460815505920
ON 19 7 3 3 460815505920
ON 19 7 5 6 460815505920
ON 19 7 11 11 460815505920
ON 19 7 19 19 460815505920
ON 19 7 19 20 460815505920
ON 19 7 19 21 460815505920
ON 19 7 31 24 460815505920
ON 19 7 31 25 460815505920
ON 20 7 -1 -1 460815505920
ON 20 7 2 2 460815505920
ON 20 7 3 3 460815505920
ON 20 7 5 6 460815505920
ON 20 7 11 11 460815505920
ON 20 7 19 19 460815505920
ON 20 7 19 20 460815505920
ON 20 7 19 21 460815505920
ON 20 7 31 24 460815505920
ON 20 7 31 25 460815505920
ON 21 7 -1 -1 460815505920
ON 21 7 2 2 460815505920
ON 21 7 3 3 460815505920
ON 21 7 5 6 460815505920
ON 21 7 11 11 460815505920
ON 21 7 19 19 460815505920
ON 21 7 19 20 460815505920
ON 21 7 19 21 460815505920
ON 21 7 31 24 460815505920
ON 21 7 31 25 460815505920
ON 22 7 -1 -1 460815505920
ON 22 7 2 2 460815505920
ON 22 7 3 3 460815505920
ON 22 7 5 6 460815505920
ON 22 7 11 11 460815505920
ON 22 7 19 19 460815505920
ON 22 7 19 20 460815505920
ON 22 7 19 21 460815505920
ON 22 7 31 24 460815505920
ON 22 7 31 25 460815505920
ON 23 7 -1 -1 460815505920
ON 23 7 2 2 460815505920
ON 23 7 3 3 460815505920
ON 23 7 5 6 460815505920
ON 23 7 11 11 460815505920
ON 23 7 19 19 460815505920
ON 23 7 19 20 460815505920
ON 23 7 19 21 460815505920
ON 23 7 31 24 460815505920
ON 23 7 31 25 460815505920
ON 24 7 -1 -1 460815505920
ON 24 7 2 2 460815505920
ON 24 7 3 3 460815505920
ON 24 7 5 6 460815505920
ON 24 7 11 11 460815505920
ON 24 7 19 19 460815505920
ON 24 7 19 20 460815505920
ON 24 7 19 21 460815505920
ON 24 7 31 24 460815505920
ON 24 7 31 25 460815505920
ON 25 7 -1 -1 460815505920
ON 25 7 2 2 460815505920
ON 25 7 3 3 460815505920
ON 25 7 5 6 460815505920
ON 25 7 11 11 460815505920
ON 25 7 19 19 460815505920
ON 25 7 19 20 460815505920
ON 25 7 19 21 460815505920
ON 25 7 31 24 460815505920
ON 25 7 31 25 460815505920
ON 2 11 -1 -1 460815505920
ON 2 11 2 2 460815505920
ON 2 11 3 3 460815505920
ON 2 11 5 6 460815505920
ON 2 11 7 8 460815505920
ON 2 11 7 9 460815505920
ON 2 11 19 21 460815505920
ON 2 11 19 22 460815505920
ON 2 11 19 23 460815505920
ON 2 11 31 28 460815505920
ON 2 11 31 29 460815505920
ON 3 11 -1 -1 460815505920
ON 3 11 2 2 460815505920
ON 3 11 3 3 460815505920
ON 3 11 5 6 460815505920
ON 3 11 7 8 460815505920
ON 3 11 7 9 460815505920
ON 3 11 19 21 460815505920
ON 3 11 19 22 460815505920
ON 3 11 19 23 460815505920
ON 3 11 31 28 460815505920
ON 3 11 31 29 460815505920
ON 4 11 -1 -1 460815505920
ON 4 11 2 2 460815505920
ON 4 11 3 3 460815505920
ON 4 11 5 6 460815505920
ON 4 11 7 8 460815505920
ON 4 11 7 9 460815505920
ON 4 11 19 21 460815505920
ON 4 11 19 22 460815505920
ON 4 11 19 23 460815505920
ON 4 11 31 28 460815505920
ON 4 11 31 29 460815505920
ON 5 11 -1 -1 460815505920
ON 5 11 2 2 460815505920
ON 5 11 3 3 460815505920
ON 5 11 5 6 460815505920
ON 5 11 7 8 460815505920
ON 5 11 7 9 460815505920
ON 5 11 19 21 460815505920
ON 5 11 19 22 460815505920
ON 5 11 19 23 460815505920
ON 5 11 31 28 460815505920
ON 5 11 31 29 460815505920
ON 6 11 -1 -1 460815505920
ON 6 11 2 2 460815505920
ON 6 11 3 3 460815505920
ON 6 11 5 6 460815505920
ON 6 11 7 8 460815505920
ON 6 11 7 9 460815505920
ON 6 11 19 21 460815505920
ON 6 11 19 22 460815505920
ON 6 11 19 23 460815505920
ON 6 11 31 28 460815505920
ON 6 11 31 29 460815505920
ON 7 11 -1 -1 460815505920
ON 7 11 2 2 460815505920
ON 7 11 3 3 460815505920
ON 7 11 5 6 460815505920
ON 7 11 7 8 460815505920
ON 7 11 7 9 460815505920
ON 7 11 19 21 460815505920
ON 7 11 19 22 460815505920
ON 7 11 19 23 460815505920
ON 7 11 31 28 460815505920
ON 7 11 31 29 460815505920
ON 8 11 -1 -1 460815505920
ON 8 11 2 2 460815505920
ON 8 11 3 3 460815505920
ON 8 11 5 6 460815505920
ON 8 11 7 8 460815505920
ON 8 11 7 9 460815505920
ON 8 11 19 21 460815505920
ON 8 11 19 22 460815505920
ON 8 11 19 23 460815505920
ON 8 11 31 28 460815505920
ON 8 11 31 29 460815505920
ON 9 11 -1 -1 460815505920
ON 9 11 2 2 460815505920
ON 9 11 3 3 460815505920
ON 9 11 5 6 460815505920
ON 9 11 7 8 460815505920
ON 9 11 7 9 460815505920
ON 9 11 19 21 460815505920
ON 9 11 19 22 460815505920
ON 9 11 19 23 460815505920
ON 9 11 31 28 460815505920
ON 9 11 31 29 460815505920
ON 10 11 -1 -1 460815505920
ON 10 11 2 2 460815505920
ON 10 11 3 3 460815505920
ON 10 11 5 6 460815505920
ON 10 11 7 8 460815505920
ON 10 11 7 9 460815505920
ON 10 11 19 21 460815505920
ON 10 11 19 22 460815505920
ON 10 11 19 23 460815505920
ON 10 11 31 28 460815505920
ON 10 11 31 29 460815505920
ON 11 11 -1 -1 460815505920
ON 11 11 2 2 460815505920
ON 11 11 3 3 460815505920
ON 11 11 5 6 460815505920
ON 11 11 7 8 460815505920
ON 11 11 7 9 460815505920
ON 11 11 19 21 460815505920
ON 11 11 19 22 460815505920
ON 11 11 19 23 460815505920
ON 11 11 31 28 460815505920
ON 11 11 31 29 460815505920
ON 12 11 -1 -1 460815505920
ON 12 11 2 2 460815505920
ON 12 11 3 3 460815505920
ON 12 11 5 6 460815505920
ON 12 11 7 8 460815505920
ON 12 11 7 9 460815505920
ON 12 11 19 21 460815505920
ON 12 11 19 22 460815505920
ON 12 11 19 23 460815505920
ON 12 11 31 28 460815505920
ON 12 11 31 29 460815505920
ON 13 11 -1 -1 460815505920
ON 13 11 2 2 460815505920
ON 13 11 3 3 460815505920
ON 13 11 5 6 460815505920
ON 13 11 7 8 460815505920
ON 13 11 7 9 460815505920
ON 13 11 19 21 460815505920
ON 13 11 19 22 460815505920
ON 13 11 19 23 460815505920
ON 13 11 31 28 460815505920
ON 13 11 31 29 460815505920
ON 14 11 -1 -1 460815505920
ON 14 11 2 2 460815505920
ON 14 11 3 3 460815505920
ON 14 11 5 6 460815505920
ON 14 11 7 8 460815505920
ON 14 11 7 9 460815505920
ON 14 11 19 21 460815505920
ON 14 11 19 22 460815505920
ON 14 11 19 23 460815505920
ON 14 11 31 28 460815505920
ON 14 11 31 29 460815505920
ON 15 11 -1 -1 460815505920
ON 15 11 2 2 460815505920
ON 15 11 3 3 460815505920
ON 15 11 5 6 460815505920
ON 15 11 7 8 460815505920
ON 15 11 7 9 460815505920
ON 15 11 19 21 460815505920
ON 15 11 19 22 460815505920
ON 15 11 19 23 460815505920
ON 15 11 31 28 460815505920
ON 15 11 31 29 460815505920
ON 16 11 -1 -1 460815505920
ON 16 11 2 2 460815505920
ON 16 11 3 3 460815505920
ON 16 11 5 6 460815505920
ON 16 11 7 8 460815505920
ON 16 11 7 9 460815505920
ON 16 11 19 21 460815505920
ON 16 11 19 22 460815505920
ON 16 11 19 23 460815505920
ON 16 11 31 28 460815505920
ON 16 11 31 29 460815505920
ON 17 11 -1 -1 460815505920
ON 17 11 2 2 460815505920
ON 17 11 3 3 460815505920
ON 17 11 5 6 460815505920
ON 17 11 7 8 460815505920
ON 17 11 7 9 460815505920
ON 17 11 19 21 460815505920
ON 17 11 19 22 460815505920
ON 17 11 19 23 460815505920
ON 17 11 31 28 460815505920
ON 17 11 31 29 460815505920
ON 18 11 -1 -1 460815505920
ON 18 11 2 2 460815505920
ON 18 11 3 3 460815505920
ON 18 11 5 6 460815505920
ON 18 11 7 8 460815505920
ON 18 11 7 9 460815505920
ON 18 11 19 21 460815505920
ON 18 11 19 22 460815505920
ON 18 11 19 23 460815505920
ON 18 11 31 28 460815505920
ON 18 11 31 29 460815505920
ON 19 11 -1 -1 460815505920
ON 19 11 2 2 460815505920
ON 19 11 3 3 460815505920
ON 19 11 5 6 460815505920
ON 19 11 7 8 460815505920
ON 19 11 7 9 460815505920
ON 19 11 19 21 460815505920
ON 19 11 19 22 460815505920
ON 19 11 19 23 460815505920
ON 19 11 31 28 460815505920
ON 19 11 31 29 460815505920
ON 20 11 -1 -1 460815505920
ON 20 11 2 2 460815505920
ON 20 11 3 3 460815505920
ON 20 11 5 6 460815505920
ON 20 11 7 8 460815505920
ON 20 11 7 9 460815505920
ON 20 11 19 21 460815505920
ON 20 11 19 22 460815505920
ON 20 11 19 23 460815505920
ON 20 11 31 28 460815505920
ON 20 11 31 29 460815505920
ON 21 11 -1 -1 460815505920
ON 21 11 2 2 460815505920
ON 21 11 3 3 460815505920
ON 21 11 5 6 460815505920
ON 21 11 7 8 460815505920
ON 21 11 7 9 460815505920
ON 21 11 19 21 460815505920
ON 21 11 19 22 460815505920
ON 21 11 19 23 460815505920
ON 21 11 31 28 460815505920
ON 21 11 31 29 460815505920
ON 22 11 -1 -1 460815505920
ON 22 11 2 2 460815505920
ON 22 11 3 3 460815505920
ON 22 11 5 6 460815505920
ON 22 11 7 8 460815505920
ON 22 11 7 9 460815505920
ON 22 11 19 21 460815505920
ON 22 11 19 22 460815505920
ON 22 11 19 23 460815505920
ON 22 11 31 28 460815505920
ON 22 11 31 29 460815505920
ON 23 11 -1 -1 460815505920
ON 23 11 2 2 460815505920
ON 23 11 3 3 460815505920
ON 23 11 5 6 460815505920
ON 23 11 7 8 460815505920
ON 23 11 7 9 460815505920
ON 23 11 19 21 460815505920
ON 23 11 19 22 460815505920
ON 23 11 19 23 460815505920
ON 23 11 31 28 460815505920
ON 23 11 31 29 460815505920
ON 24 11 -1 -1 460815505920
ON 24 11 2 2 460815505920
ON 24 11 3 3 460815505920
ON 24 11 5 6 460815505920
ON 24 11 7 8 460815505920
ON 24 11 7 9 460815505920
ON 24 11 19 21 460815505920
ON 24 11 19 22 460815505920
ON 24 11 19 23 460815505920
ON 24 11 31 28 460815505920
ON 24 11 31 29 460815505920
ON 25 11 -1 -1 460815505920
ON 25 11 2 2 460815505920
ON 25 11 3 3 460815505920
ON 25 11 5 6 460815505920
ON 25 11 7 8 460815505920
ON 25 11 7 9 460815505920
ON 25 11 19 21 460815505920
ON 25 11 19 22 460815505920
ON 25 11 19 23 460815505920
ON 25 11 31 28 460815505920
ON 25 11 31 29 460815505920
ON 26 11 -1 -1 460815505920
ON 26 11 2 2 460815505920
ON 26 11 3 3 460815505920
