Group Chi p1 p2 Class Size
Fi24' 24 23 29 86 1255205709190661721292800
Fi24' 24 23 29 87 1255205709190661721292800
Fi24' 25 23 -1 -1 1255205709190661721292800
Fi24' 25 23 2 2 1255205709190661721292800
Fi24' 25 23 2 3 1255205709190661721292800
Fi24' 25 23 3 4 1255205709190661721292800
Fi24' 25 23 3 5 1255205709190661721292800
Fi24' 25 23 3 6 1255205709190661721292800
Fi24' 25 23 3 7 1255205709190661721292800
Fi24' 25 23 3 8 1255205709190661721292800
Fi24' 25 23 5 12 1255205709190661721292800
Fi24' 25 23 7 24 1255205709190661721292800
Fi24' 25 23 7 25 1255205709190661721292800
Fi24' 25 23 11 37 1255205709190661721292800
Fi24' 25 23 13 51 1255205709190661721292800
Fi24' 25 23 17 58 1255205709190661721292800
Fi24' 25 23 29 86 1255205709190661721292800
Fi24' 25 23 29 87 1255205709190661721292800
Fi24' 26 23 -1 -1 1255205709190661721292800
Fi24' 26 23 2 2 1255205709190661721292800
Fi24' 26 23 2 3 1255205709190661721292800
Fi24' 26 23 3 4 1255205709190661721292800
Fi24' 26 23 3 5 1255205709190661721292800
Fi24' 26 23 3 6 1255205709190661721292800
Fi24' 26 23 3 7 1255205709190661721292800
Fi24' 26 23 3 8 1255205709190661721292800
Fi24' 26 23 5 12 1255205709190661721292800
Fi24' 26 23 7 24 1255205709190661721292800
Fi24' 26 23 7 25 1255205709190661721292800
Fi24' 26 23 11 37 1255205709190661721292800
Fi24' 26 23 13 51 1255205709190661721292800
Fi24' 26 23 17 58 1255205709190661721292800
Fi24' 26 23 29 86 1255205709190661721292800
Fi24' 26 23 29 87 1255205709190661721292800
Fi24' 27 23 -1 -1 1255205709190661721292800
Fi24' 27 23 2 2 1255205709190661721292800
Fi24' 27 23 2 3 1255205709190661721292800
Fi24' 27 23 3 4 1255205709190661721292800
Fi24' 27 23 3 5 1255205709190661721292800
Fi24' 27 23 3 6 1255205709190661721292800
Fi24' 27 23 3 7 1255205709190661721292800
Fi24' 27 23 3 8 1255205709190661721292800
Fi24' 27 23 5 12 1255205709190661721292800
Fi24' 27 23 7 24 1255205709190661721292800
Fi24' 27 23 7 25 1255205709190661721292800
Fi24' 27 23 11 37 1255205709190661721292800
Fi24' 27 23 13 51 1255205709190661721292800
Fi24' 27 23 17 58 1255205709190661721292800
Fi24' 27 23 29 86 1255205709190661721292800
Fi24' 27 23 29 87 1255205709190661721292800
Fi24' 28 23 -1 -1 1255205709190661721292800
Fi24' 28 23 2 2 1255205709190661721292800
Fi24' 28 23 2 3 1255205709190661721292800
Fi24' 28 23 3 4 1255205709190661721292800
Fi24' 28 23 3 5 1255205709190661721292800
Fi24' 28 23 3 6 1255205709190661721292800
Fi24' 28 23 3 7 1255205709190661721292800
Fi24' 28 23 3 8 1255205709190661721292800
Fi24' 28 23 5 12 1255205709190661721292800
Fi24' 28 23 7 24 1255205709190661721292800
Fi24' 28 23 7 25 1255205709190661721292800
Fi24' 28 23 11 37 1255205709190661721292800
Fi24' 28 23 13 51 1255205709190661721292800
Fi24' 28 23 17 58 1255205709190661721292800
Fi24' 28 23 29 86 1255205709190661721292800
Fi24' 28 23 29 87 1255205709190661721292800
Fi24' 29 23 -1 -1 1255205709190661721292800
Fi24' 29 23 2 2 1255205709190661721292800
Fi24' 29 23 2 3 1255205709190661721292800
Fi24' 29 23 3 4 1255205709190661721292800
Fi24' 29 23 3 5 1255205709190661721292800
Fi24' 29 23 3 6 1255205709190661721292800
Fi24' 29 23 3 7 1255205709190661721292800
Fi24' 29 23 3 8 1255205709190661721292800
Fi24' 29 23 5 12 1255205709190661721292800
Fi24' 29 23 7 24 1255205709190661721292800
Fi24' 29 23 7 25 1255205709190661721292800
Fi24' 29 23 11 37 1255205709190661721292800
Fi24' 29 23 13 51 1255205709190661721292800
Fi24' 29 23 17 58 1255205709190661721292800
Fi24' 29 23 29 86 1255205709190661721292800
Fi24' 29 23 29 87 1255205709190661721292800
Fi24' 30 23 -1 -1 1255205709190661721292800
Fi24' 30 23 2 2 1255205709190661721292800
Fi24' 30 23 2 3 1255205709190661721292800
Fi24' 30 23 3 4 1255205709190661721292800
Fi24' 30 23 3 5 1255205709190661721292800
Fi24' 30 23 3 6 1255205709190661721292800
Fi24' 30 23 3 7 1255205709190661721292800
Fi24' 30 23 3 8 1255205709190661721292800
Fi24' 30 23 5 12 1255205709190661721292800
Fi24' 30 23 7 24 1255205709190661721292800
Fi24' 30 23 7 25 1255205709190661721292800
Fi24' 30 23 11 37 1255205709190661721292800
Fi24' 30 23 13 51 1255205709190661721292800
Fi24' 30 23 17 58 1255205709190661721292800
Fi24' 30 23 29 86 1255205709190661721292800
Fi24' 30 23 29 87 1255205709190661721292800
Fi24' 31 23 -1 -1 1255205709190661721292800
Fi24' 31 23 2 2 1255205709190661721292800
Fi24' 31 23 2 3 1255205709190661721292800
Fi24' 31 23 3 4 1255205709190661721292800
Fi24' 31 23 3 5 1255205709190661721292800
Fi24' 31 23 3 6 1255205709190661721292800
Fi24' 31 23 3 7 1255205709190661721292800
Fi24' 31 23 3 8 1255205709190661721292800
Fi24' 31 23 5 12 1255205709190661721292800
Fi24' 31 23 7 24 1255205709190661721292800
Fi24' 31 23 7 25 1255205709190661721292800
Fi24' 31 23 11 37 1255205709190661721292800
Fi24' 31 23 13 51 1255205709190661721292800
Fi24' 31 23 17 58 1255205709190661721292800
Fi24' 31 23 29 86 1255205709190661721292800
Fi24' 31 23 29 87 1255205709190661721292800
Fi24' 32 23 -1 -1 1255205709190661721292800
Fi24' 32 23 2 2 1255205709190661721292800
Fi24' 32 23 2 3 1255205709190661721292800
Fi24' 32 23 3 4 1255205709190661721292800
Fi24' 32 23 3 5 1255205709190661721292800
Fi24' 32 23 3 6 1255205709190661721292800
Fi24' 32 23 3 7 1255205709190661721292800
Fi24' 32 23 3 8 1255205709190661721292800
Fi24' 32 23 5 12 1255205709190661721292800
Fi24' 32 23 7 24 1255205709190661721292800
Fi24' 32 23 7 25 1255205709190661721292800
Fi24' 32 23 11 37 1255205709190661721292800
Fi24' 32 23 13 51 1255205709190661721292800
Fi24' 32 23 17 58 1255205709190661721292800
Fi24' 32 23 29 86 1255205709190661721292800
Fi24' 32 23 29 87 1255205709190661721292800
Fi24' 33 23 -1 -1 1255205709190661721292800
Fi24' 33 23 2 2 1255205709190661721292800
Fi24' 33 23 2 3 1255205709190661721292800
Fi24' 33 23 3 4 1255205709190661721292800
Fi24' 33 23 3 5 1255205709190661721292800
Fi24' 33 23 3 6 1255205709190661721292800
Fi24' 33 23 3 7 1255205709190661721292800
Fi24' 33 23 3 8 1255205709190661721292800
Fi24' 33 23 5 12 1255205709190661721292800
Fi24' 33 23 7 24 1255205709190661721292800
Fi24' 33 23 7 25 1255205709190661721292800
Fi24' 33 23 11 37 1255205709190661721292800
Fi24' 33 23 13 51 1255205709190661721292800
Fi24' 33 23 17 58 1255205709190661721292800
Fi24' 33 23 29 86 1255205709190661721292800
Fi24' 33 23 29 87 1255205709190661721292800
Fi24' 34 23 -1 -1 1255205709190661721292800
Fi24' 34 23 2 2 1255205709190661721292800
Fi24' 34 23 2 3 1255205709190661721292800
Fi24' 34 23 3 4 1255205709190661721292800
Fi24' 34 23 3 5 1255205709190661721292800
Fi24' 34 23 3 6 1255205709190661721292800
Fi24' 34 23 3 7 1255205709190661721292800
Fi24' 34 23 3 8 1255205709190661721292800
Fi24' 34 23 5 12 1255205709190661721292800
Fi24' 34 23 7 24 1255205709190661721292800
Fi24' 34 23 7 25 1255205709190661721292800
Fi24' 34 23 11 37 1255205709190661721292800
Fi24' 34 23 13 51 1255205709190661721292800
Fi24' 34 23 17 58 1255205709190661721292800
Fi24' 34 23 29 86 1255205709190661721292800
Fi24' 34 23 29 87 1255205709190661721292800
Fi24' 35 23 -1 -1 1255205709190661721292800
Fi24' 35 23 2 2 1255205709190661721292800
Fi24' 35 23 2 3 1255205709190661721292800
Fi24' 35 23 3 4 1255205709190661721292800
Fi24' 35 23 3 5 1255205709190661721292800
Fi24' 35 23 3 6 1255205709190661721292800
Fi24' 35 23 3 7 1255205709190661721292800
Fi24' 35 23 3 8 1255205709190661721292800
Fi24' 35 23 5 12 1255205709190661721292800
Fi24' 35 23 7 24 1255205709190661721292800
Fi24' 35 23 7 25 1255205709190661721292800
Fi24' 35 23 11 37 1255205709190661721292800
Fi24' 35 23 13 51 1255205709190661721292800
Fi24' 35 23 17 58 1255205709190661721292800
Fi24' 35 23 29 86 1255205709190661721292800
Fi24' 35 23 29 87 1255205709190661721292800
Fi24' 36 23 -1 -1 1255205709190661721292800
Fi24' 36 23 2 2 1255205709190661721292800
Fi24' 36 23 2 3 1255205709190661721292800
Fi24' 36 23 3 4 1255205709190661721292800
Fi24' 36 23 3 5 1255205709190661721292800
Fi24' 36 23 3 6 1255205709190661721292800
Fi24' 36 23 3 7 1255205709190661721292800
Fi24' 36 23 3 8 1255205709190661721292800
Fi24' 36 23 5 12 1255205709190661721292800
Fi24' 36 23 7 24 1255205709190661721292800
Fi24' 36 23 7 25 1255205709190661721292800
Fi24' 36 23 11 37 1255205709190661721292800
Fi24' 36 23 13 51 1255205709190661721292800
Fi24' 36 23 17 58 1255205709190661721292800
Fi24' 36 23 29 86 1255205709190661721292800
Fi24' 36 23 29 87 1255205709190661721292800
Fi24' 37 23 -1 -1 1255205709190661721292800
Fi24' 37 23 2 2 1255205709190661721292800
Fi24' 37 23 2 3 1255205709190661721292800
Fi24' 37 23 3 4 1255205709190661721292800
Fi24' 37 23 3 5 1255205709190661721292800
Fi24' 37 23 3 6 1255205709190661721292800
Fi24' 37 23 3 7 1255205709190661721292800
Fi24' 37 23 3 8 1255205709190661721292800
Fi24' 37 23 5 12 1255205709190661721292800
Fi24' 37 23 7 24 1255205709190661721292800
Fi24' 37 23 7 25 1255205709190661721292800
Fi24' 37 23 11 37 1255205709190661721292800
Fi24' 37 23 13 51 1255205709190661721292800
Fi24' 37 23 17 58 1255205709190661721292800
Fi24' 37 23 29 86 1255205709190661721292800
Fi24' 37 23 29 87 1255205709190661721292800
Fi24' 38 23 -1 -1 1255205709190661721292800
Fi24' 38 23 2 2 1255205709190661721292800
Fi24' 38 23 2 3 1255205709190661721292800
Fi24' 38 23 3 4 1255205709190661721292800
Fi24' 38 23 3 5 1255205709190661721292800
Fi24' 38 23 3 6 1255205709190661721292800
Fi24' 38 23 3 7 1255205709190661721292800
Fi24' 38 23 3 8 1255205709190661721292800
Fi24' 38 23 5 12 1255205709190661721292800
Fi24' 38 23 7 24 1255205709190661721292800
Fi24' 38 23 7 25 1255205709190661721292800
Fi24' 38 23 11 37 1255205709190661721292800
Fi24' 38 23 13 51 1255205709190661721292800
Fi24' 38 23 17 58 1255205709190661721292800
Fi24' 38 23 29 86 1255205709190661721292800
Fi24' 38 23 29 87 1255205709190661721292800
Fi24' 39 23 -1 -1 1255205709190661721292800
Fi24' 39 23 2 2 1255205709190661721292800
Fi24' 39 23 2 3 1255205709190661721292800
Fi24' 39 23 3 4 1255205709190661721292800
Fi24' 39 23 3 5 1255205709190661721292800
Fi24' 39 23 3 6 1255205709190661721292800
Fi24' 39 23 3 7 1255205709190661721292800
Fi24' 39 23 3 8 1255205709190661721292800
Fi24' 39 23 5 12 1255205709190661721292800
Fi24' 39 23 7 24 1255205709190661721292800
Fi24' 39 23 7 25 1255205709190661721292800
Fi24' 39 23 11 37 1255205709190661721292800
Fi24' 39 23 13 51 1255205709190661721292800
Fi24' 39 23 17 58 1255205709190661721292800
Fi24' 39 23 29 86 1255205709190661721292800
Fi24' 39 23 29 87 1255205709190661721292800
Fi24' 40 23 -1 -1 1255205709190661721292800
Fi24' 40 23 2 2 1255205709190661721292800
Fi24' 40 23 2 3 1255205709190661721292800
Fi24' 40 23 3 4 1255205709190661721292800
Fi24' 40 23 3 5 1255205709190661721292800
Fi24' 40 23 3 6 1255205709190661721292800
Fi24' 40 23 3 7 1255205709190661721292800
Fi24' 40 23 3 8 1255205709190661721292800
Fi24' 40 23 5 12 1255205709190661721292800
Fi24' 40 23 7 24 1255205709190661721292800
Fi24' 40 23 7 25 1255205709190661721292800
Fi24' 40 23 11 37 1255205709190661721292800
Fi24' 40 23 13 51 1255205709190661721292800
Fi24' 40 23 17 58 1255205709190661721292800
Fi24' 40 23 29 86 1255205709190661721292800
Fi24' 40 23 29 87 1255205709190661721292800
Fi24' 41 23 -1 -1 1255205709190661721292800
Fi24' 41 23 2 2 1255205709190661721292800
Fi24' 41 23 2 3 1255205709190661721292800
Fi24' 41 23 3 4 1255205709190661721292800
Fi24' 41 23 3 5 1255205709190661721292800
Fi24' 41 23 3 6 1255205709190661721292800
Fi24' 41 23 3 7 1255205709190661721292800
Fi24' 41 23 3 8 1255205709190661721292800
Fi24' 41 23 5 12 1255205709190661721292800
Fi24' 41 23 7 24 1255205709190661721292800
Fi24' 41 23 7 25 1255205709190661721292800
Fi24' 41 23 11 37 1255205709190661721292800
Fi24' 41 23 13 51 1255205709190661721292800
Fi24' 41 23 17 58 1255205709190661721292800
Fi24' 41 23 29 86 1255205709190661721292800
Fi24' 41 23 29 87 1255205709190661721292800
Fi24' 42 23 -1 -1 1255205709190661721292800
Fi24' 42 23 2 2 1255205709190661721292800
Fi24' 42 23 2 3 1255205709190661721292800
Fi24' 42 23 3 4 1255205709190661721292800
Fi24' 42 23 3 5 1255205709190661721292800
Fi24' 42 23 3 6 1255205709190661721292800
Fi24' 42 23 3 7 1255205709190661721292800
Fi24' 42 23 3 8 1255205709190661721292800
Fi24' 42 23 5 12 1255205709190661721292800
Fi24' 42 23 7 24 1255205709190661721292800
Fi24' 42 23 7 25 1255205709190661721292800
Fi24' 42 23 11 37 1255205709190661721292800
Fi24' 42 23 13 51 1255205709190661721292800
Fi24' 42 23 17 58 1255205709190661721292800
Fi24' 42 23 29 86 1255205709190661721292800
Fi24' 42 23 29 87 1255205709190661721292800
Fi24' 43 23 -1 -1 1255205709190661721292800
Fi24' 43 23 2 2 1255205709190661721292800
Fi24' 43 23 2 3 1255205709190661721292800
Fi24' 43 23 3 4 1255205709190661721292800
Fi24' 43 23 3 5 1255205709190661721292800
Fi24' 43 23 3 6 1255205709190661721292800
Fi24' 43 23 3 7 1255205709190661721292800
Fi24' 43 23 3 8 1255205709190661721292800
Fi24' 43 23 5 12 1255205709190661721292800
Fi24' 43 23 7 24 1255205709190661721292800
Fi24' 43 23 7 25 1255205709190661721292800
Fi24' 43 23 11 37 1255205709190661721292800
Fi24' 43 23 13 51 1255205709190661721292800
Fi24' 43 23 17 58 1255205709190661721292800
Fi24' 43 23 29 86 1255205709190661721292800
Fi24' 43 23 29 87 1255205709190661721292800
Fi24' 44 23 -1 -1 1255205709190661721292800
Fi24' 44 23 2 2 1255205709190661721292800
Fi24' 44 23 2 3 1255205709190661721292800
Fi24' 44 23 3 4 1255205709190661721292800
Fi24' 44 23 3 5 1255205709190661721292800
Fi24' 44 23 3 6 1255205709190661721292800
Fi24' 44 23 3 7 1255205709190661721292800
Fi24' 44 23 3 8 1255205709190661721292800
Fi24' 44 23 5 12 1255205709190661721292800
Fi24' 44 23 7 24 1255205709190661721292800
Fi24' 44 23 7 25 1255205709190661721292800
Fi24' 44 23 11 37 1255205709190661721292800
Fi24' 44 23 13 51 1255205709190661721292800
Fi24' 44 23 17 58 1255205709190661721292800
Fi24' 44 23 29 86 1255205709190661721292800
Fi24' 44 23 29 87 1255205709190661721292800
Fi24' 45 23 -1 -1 1255205709190661721292800
Fi24' 45 23 2 2 1255205709190661721292800
Fi24' 45 23 2 3 1255205709190661721292800
Fi24' 45 23 3 4 1255205709190661721292800
Fi24' 45 23 3 5 1255205709190661721292800
Fi24' 45 23 3 6 1255205709190661721292800
Fi24' 45 23 3 7 1255205709190661721292800
Fi24' 45 23 3 8 1255205709190661721292800
Fi24' 45 23 5 12 1255205709190661721292800
Fi24' 45 23 7 24 1255205709190661721292800
Fi24' 45 23 7 25 1255205709190661721292800
Fi24' 45 23 11 37 1255205709190661721292800
Fi24' 45 23 13 51 1255205709190661721292800
Fi24' 45 23 17 58 1255205709190661721292800
Fi24' 45 23 29 86 1255205709190661721292800
Fi24' 45 23 29 87 1255205709190661721292800
Fi24' 46 23 -1 -1 1255205709190661721292800
Fi24' 46 23 2 2 1255205709190661721292800
Fi24' 46 23 2 3 1255205709190661721292800
Fi24' 46 23 3 4 1255205709190661721292800
Fi24' 46 23 3 5 1255205709190661721292800
Fi24' 46 23 3 6 1255205709190661721292800
Fi24' 46 23 3 7 1255205709190661721292800
Fi24' 46 23 3 8 1255205709190661721292800
Fi24' 46 23 5 12 1255205709190661721292800
Fi24' 46 23 7 24 1255205709190661721292800
Fi24' 46 23 7 25 1255205709190661721292800
Fi24' 46 23 11 37 1255205709190661721292800
Fi24' 46 23 13 51 1255205709190661721292800
Fi24' 46 23 17 58 1255205709190661721292800
Fi24' 46 23 29 86 1255205709190661721292800
Fi24' 46 23 29 87 1255205709190661721292800
Fi24' 47 23 -1 -1 1255205709190661721292800
Fi24' 47 23 2 2 1255205709190661721292800
Fi24' 47 23 2 3 1255205709190661721292800
Fi24' 47 23 3 4 1255205709190661721292800
Fi24' 47 23 3 5 1255205709190661721292800
Fi24' 47 23 3 6 1255205709190661721292800
Fi24' 47 23 3 7 1255205709190661721292800
Fi24' 47 23 3 8 1255205709190661721292800
Fi24' 47 23 5 12 1255205709190661721292800
Fi24' 47 23 7 24 1255205709190661721292800
Fi24' 47 23 7 25 1255205709190661721292800
Fi24' 47 23 11 37 1255205709190661721292800
Fi24' 47 23 13 51 1255205709190661721292800
Fi24' 47 23 17 58 1255205709190661721292800
Fi24' 47 23 29 86 1255205709190661721292800
Fi24' 47 23 29 87 1255205709190661721292800
Fi24' 48 23 -1 -1 1255205709190661721292800
Fi24' 48 23 2 2 1255205709190661721292800
Fi24' 48 23 2 3 1255205709190661721292800
Fi24' 48 23 3 4 1255205709190661721292800
Fi24' 48 23 3 5 1255205709190661721292800
Fi24' 48 23 3 6 1255205709190661721292800
Fi24' 48 23 3 7 1255205709190661721292800
Fi24' 48 23 3 8 1255205709190661721292800
Fi24' 48 23 5 12 1255205709190661721292800
Fi24' 48 23 7 24 1255205709190661721292800
Fi24' 48 23 7 25 1255205709190661721292800
Fi24' 48 23 11 37 1255205709190661721292800
Fi24' 48 23 13 51 1255205709190661721292800
Fi24' 48 23 17 58 1255205709190661721292800
Fi24' 48 23 29 86 1255205709190661721292800
Fi24' 48 23 29 87 1255205709190661721292800
Fi24' 49 23 -1 -1 1255205709190661721292800
Fi24' 49 23 2 2 1255205709190661721292800
Fi24' 49 23 2 3 1255205709190661721292800
Fi24' 49 23 3 4 1255205709190661721292800
Fi24' 49 23 3 5 1255205709190661721292800
Fi24' 49 23 3 6 1255205709190661721292800
Fi24' 49 23 3 7 1255205709190661721292800
Fi24' 49 23 3 8 1255205709190661721292800
Fi24' 49 23 5 12 1255205709190661721292800
Fi24' 49 23 7 24 1255205709190661721292800
Fi24' 49 23 7 25 1255205709190661721292800
Fi24' 49 23 11 37 1255205709190661721292800
Fi24' 49 23 13 51 1255205709190661721292800
Fi24' 49 23 17 58 1255205709190661721292800
Fi24' 49 23 29 86 1255205709190661721292800
Fi24' 49 23 29 87 1255205709190661721292800
Fi24' 50 23 -1 -1 1255205709190661721292800
Fi24' 50 23 2 2 1255205709190661721292800
Fi24' 50 23 2 3 1255205709190661721292800
Fi24' 50 23 3 4 1255205709190661721292800
Fi24' 50 23 3 5 1255205709190661721292800
Fi24' 50 23 3 6 1255205709190661721292800
Fi24' 50 23 3 7 1255205709190661721292800
Fi24' 50 23 3 8 1255205709190661721292800
Fi24' 50 23 5 12 1255205709190661721292800
Fi24' 50 23 7 24 1255205709190661721292800
Fi24' 50 23 7 25 1255205709190661721292800
Fi24' 50 23 11 37 1255205709190661721292800
Fi24' 50 23 13 51 1255205709190661721292800
Fi24' 50 23 17 58 1255205709190661721292800
Fi24' 50 23 29 86 1255205709190661721292800
Fi24' 50 23 29 87 1255205709190661721292800
Fi24' 51 23 -1 -1 1255205709190661721292800
Fi24' 51 23 2 2 1255205709190661721292800
Fi24' 51 23 2 3 1255205709190661721292800
Fi24' 51 23 3 4 1255205709190661721292800
Fi24' 51 23 3 5 1255205709190661721292800
Fi24' 51 23 3 6 1255205709190661721292800
Fi24' 51 23 3 7 1255205709190661721292800
Fi24' 51 23 3 8 1255205709190661721292800
Fi24' 51 23 5 12 1255205709190661721292800
Fi24' 51 23 7 24 1255205709190661721292800
Fi24' 51 23 7 25 1255205709190661721292800
Fi24' 51 23 11 37 1255205709190661721292800
Fi24' 51 23 13 51 1255205709190661721292800
Fi24' 51 23 17 58 1255205709190661721292800
Fi24' 51 23 29 86 1255205709190661721292800
Fi24' 51 23 29 87 1255205709190661721292800
Fi24' 52 23 -1 -1 1255205709190661721292800
Fi24' 52 23 2 2 1255205709190661721292800
Fi24' 52 23 2 3 1255205709190661721292800
Fi24' 52 23 3 4 1255205709190661721292800
Fi24' 52 23 3 5 1255205709190661721292800
Fi24' 52 23 3 6 1255205709190661721292800
Fi24' 52 23 3 7 1255205709190661721292800
Fi24' 52 23 3 8 1255205709190661721292800
Fi24' 52 23 5 12 1255205709190661721292800
Fi24' 52 23 7 24 1255205709190661721292800
Fi24' 52 23 7 25 1255205709190661721292800
Fi24' 52 23 11 37 1255205709190661721292800
Fi24' 52 23 13 51 1255205709190661721292800
Fi24' 52 23 17 58 1255205709190661721292800
Fi24' 52 23 29 86 1255205709190661721292800
Fi24' 52 23 29 87 1255205709190661721292800
Fi24' 53 23 -1 -1 1255205709190661721292800
Fi24' 53 23 2 2 1255205709190661721292800
Fi24' 53 23 2 3 1255205709190661721292800
Fi24' 53 23 3 4 1255205709190661721292800
Fi24' 53 23 3 5 1255205709190661721292800
Fi24' 53 23 3 6 1255205709190661721292800
Fi24' 53 23 3 7 1255205709190661721292800
Fi24' 53 23 3 8 1255205709190661721292800
Fi24' 53 23 5 12 1255205709190661721292800
Fi24' 53 23 7 24 1255205709190661721292800
Fi24' 53 23 7 25 1255205709190661721292800
Fi24' 53 23 11 37 1255205709190661721292800
Fi24' 53 23 13 51 1255205709190661721292800
Fi24' 53 23 17 58 1255205709190661721292800
Fi24' 53 23 29 86 1255205709190661721292800
Fi24' 53 23 29 87 1255205709190661721292800
Fi24' 54 23 -1 -1 1255205709190661721292800
Fi24' 54 23 2 2 1255205709190661721292800
Fi24' 54 23 2 3 1255205709190661721292800
Fi24' 54 23 3 4 1255205709190661721292800
Fi24' 54 23 3 5 1255205709190661721292800
Fi24' 54 23 3 6 1255205709190661721292800
Fi24' 54 23 3 7 1255205709190661721292800
Fi24' 54 23 3 8 1255205709190661721292800
Fi24' 54 23 5 12 1255205709190661721292800
Fi24' 54 23 7 24 1255205709190661721292800
Fi24' 54 23 7 25 1255205709190661721292800
Fi24' 54 23 11 37 1255205709190661721292800
Fi24' 54 23 13 51 1255205709190661721292800
Fi24' 54 23 17 58 1255205709190661721292800
Fi24' 54 23 29 86 1255205709190661721292800
Fi24' 54 23 29 87 1255205709190661721292800
Fi24' 55 23 -1 -1 1255205709190661721292800
Fi24' 55 23 2 2 1255205709190661721292800
Fi24' 55 23 2 3 1255205709190661721292800
Fi24' 55 23 3 4 1255205709190661721292800
Fi24' 55 23 3 5 1255205709190661721292800
Fi24' 55 23 3 6 1255205709190661721292800
Fi24' 55 23 3 7 1255205709190661721292800
Fi24' 55 23 3 8 1255205709190661721292800
Fi24' 55 23 5 12 1255205709190661721292800
Fi24' 55 23 7 24 1255205709190661721292800
Fi24' 55 23 7 25 1255205709190661721292800
Fi24' 55 23 11 37 1255205709190661721292800
Fi24' 55 23 13 51 1255205709190661721292800
Fi24' 55 23 17 58 1255205709190661721292800
Fi24' 55 23 29 86 1255205709190661721292800
Fi24' 55 23 29 87 1255205709190661721292800
Fi24' 56 23 -1 -1 1255205709190661721292800
Fi24' 56 23 2 2 1255205709190661721292800
Fi24' 56 23 2 3 1255205709190661721292800
Fi24' 56 23 3 4 1255205709190661721292800
Fi24' 56 23 3 5 1255205709190661721292800
Fi24' 56 23 3 6 1255205709190661721292800
Fi24' 56 23 3 7 1255205709190661721292800
Fi24' 56 23 3 8 1255205709190661721292800
Fi24' 56 23 5 12 1255205709190661721292800
Fi24' 56 23 7 24 1255205709190661721292800
Fi24' 56 23 7 25 1255205709190661721292800
Fi24' 56 23 11 37 1255205709190661721292800
Fi24' 56 23 13 51 1255205709190661721292800
Fi24' 56 23 17 58 1255205709190661721292800
Fi24' 56 23 29 86 1255205709190661721292800
Fi24' 56 23 29 87 1255205709190661721292800
Fi24' 57 23 -1 -1 1255205709190661721292800
Fi24' 57 23 2 2 1255205709190661721292800
Fi24' 57 23 2 3 1255205709190661721292800
Fi24' 57 23 3 4 1255205709190661721292800
Fi24' 57 23 3 5 1255205709190661721292800
Fi24' 57 23 3 6 1255205709190661721292800
Fi24' 57 23 3 7 1255205709190661721292800
Fi24' 57 23 3 8 1255205709190661721292800
Fi24' 57 23 5 12 1255205709190661721292800
Fi24' 57 23 7 24 1255205709190661721292800
Fi24' 57 23 7 25 1255205709190661721292800
Fi24' 57 23 11 37 1255205709190661721292800
Fi24' 57 23 13 51 1255205709190661721292800
Fi24' 57 23 17 58 1255205709190661721292800
Fi24' 57 23 29 86 1255205709190661721292800
Fi24' 57 23 29 87 1255205709190661721292800
Fi24' 58 23 -1 -1 1255205709190661721292800
Fi24' 58 23 2 2 1255205709190661721292800
Fi24' 58 23 2 3 1255205709190661721292800
Fi24' 58 23 3 4 1255205709190661721292800
Fi24' 58 23 3 5 1255205709190661721292800
Fi24' 58 23 3 6 1255205709190661721292800
Fi24' 58 23 3 7 1255205709190661721292800
Fi24' 58 23 3 8 1255205709190661721292800
Fi24' 58 23 5 12 1255205709190661721292800
Fi24' 58 23 7 24 1255205709190661721292800
Fi24' 58 23 7 25 1255205709190661721292800
Fi24' 58 23 11 37 1255205709190661721292800
Fi24' 58 23 13 51 1255205709190661721292800
Fi24' 58 23 17 58 1255205709190661721292800
Fi24' 58 23 29 86 1255205709190661721292800
Fi24' 58 23 29 87 1255205709190661721292800
Fi24' 59 23 -1 -1 1255205709190661721292800
Fi24' 59 23 2 2 1255205709190661721292800
Fi24' 59 23 2 3 1255205709190661721292800
Fi24' 59 23 3 4 1255205709190661721292800
Fi24' 59 23 3 5 1255205709190661721292800
Fi24' 59 23 3 6 1255205709190661721292800
Fi24' 59 23 3 7 1255205709190661721292800
Fi24' 59 23 3 8 1255205709190661721292800
Fi24' 59 23 5 12 1255205709190661721292800
Fi24' 59 23 7 24 1255205709190661721292800
Fi24' 59 23 7 25 1255205709190661721292800
Fi24' 59 23 11 37 1255205709190661721292800
Fi24' 59 23 13 51 1255205709190661721292800
Fi24' 59 23 17 58 1255205709190661721292800
Fi24' 59 23 29 86 1255205709190661721292800
Fi24' 59 23 29 87 1255205709190661721292800
Fi24' 60 23 -1 -1 1255205709190661721292800
Fi24' 60 23 2 2 1255205709190661721292800
Fi24' 60 23 2 3 1255205709190661721292800
Fi24' 60 23 3 4 1255205709190661721292800
Fi24' 60 23 3 5 1255205709190661721292800
Fi24' 60 23 3 6 1255205709190661721292800
Fi24' 60 23 3 7 1255205709190661721292800
Fi24' 60 23 3 8 1255205709190661721292800
Fi24' 60 23 5 12 1255205709190661721292800
Fi24' 60 23 7 24 1255205709190661721292800
Fi24' 60 23 7 25 1255205709190661721292800
Fi24' 60 23 11 37 1255205709190661721292800
Fi24' 60 23 13 51 1255205709190661721292800
Fi24' 60 23 17 58 1255205709190661721292800
Fi24' 60 23 29 86 1255205709190661721292800
Fi24' 60 23 29 87 1255205709190661721292800
Fi24' 61 23 -1 -1 1255205709190661721292800
